name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
AI Video API,https://www.aivideoapi.com/,Automation and agents,Coding and development,Paid; Free Trial,Web; API,Developer-focused platform providing an API to automate video creation and editing using customizable templates and dynamic content insertion.,false,true,2026-08-18
AI Video Cut,https://www.aivideocut.com/,Automation and agents,Marketing and advertising,Paid; Free Trial,Web,"Web-based tool that uses AI to automatically detect scenes and cut videos into shorter clips, streamlining video editing for creators and marketers.",false,false,2026-08-18
AI Video Generator - Veo3,https://www.aivideogenerator.net/,Automation and agents,Marketing and advertising,Paid; Free Trial,Web,"Web-based tool that uses AI to automate video creation from text, images, or clips, offering templates, voiceovers, and social media optimized exports.",false,false,2026-08-18
AI Viggle,https://aiviggle.com/,SEO and search,Automation and agents,Freemium,Web,"AI-driven platform that helps businesses generate marketing content, automate workflows, and optimize SEO to improve content marketing efficiency.",false,false,2026-08-18
AI VisionBoard,https://ai-visionboard.com/,Research and knowledge,Productivity and workflow,Freemium,Web,"Web-based tool that uses AI to generate images and layouts for creating personalized vision boards, helping users visualize and achieve their goals.",false,false,2026-08-18
AI Voice Generator Bot,https://texttospeech.orbitpages.online/,"Audio, music, and voice",Chatbots and assistants,Free,Web,"Free web-based tool that converts text into natural-sounding speech using AI technology, allowing instant playback and audio download without registration.",false,false,2026-08-18
AI VYX,https://aivyx.com/,Marketing and advertising,Video,Paid; Free Trial,Web,AI-driven video creation platform that automates script generation and video assembly to help marketers and content creators produce professional videos quickly and easily.,false,false,2026-08-18
AI Web Page Analyzer (AI WPA),https://www.aiwebpageanalyzer.com/,SEO and search,Data and analytics,Freemium,Web,"Tool that evaluates website SEO, performance, and technical issues to provide actionable recommendations for optimization.",false,false,2026-08-18
AI Website Builder,https://hyddle.com/index.html,Automation and agents,Coding and development,Freemium,Web,"Hyddle's AI Website Builder is a web platform that uses artificial intelligence to automate website creation, enabling users to build responsive, SEO-friendly sites quickly without coding skills.",false,false,2026-08-18
AI Wedding Toast,https://aiweddingtoast.com/,"Audio, music, and voice",Writing and content,Freemium,Web,Web-based tool that generates personalized wedding speeches by using AI to tailor content based on your input about the couple and your relationship.,false,false,2026-08-18
AI Word Solver,https://www.aiwordsolver.com/,Health and lifestyle,Research and knowledge,Free,Web,Free online tool that helps users solve word puzzles like crosswords and anagrams by generating possible word matches based on input letters or patterns.,false,false,2026-08-18
AI Workflow Automation Tools,https://aiworkflow.tools/,Automation and agents,Productivity and workflow,Freemium,Web; API,Platform that enables businesses to automate and optimize workflows using AI-powered integrations and a visual builder.,false,true,2026-08-18
Ai Workout Generator,https://www.aiworkoutgenerator.com/,Health and lifestyle,,Freemium,Web,"AI Workout Generator creates personalized workout plans using AI based on your fitness level, goals, and available equipment, helping you train effectively at home or gym.",false,false,2026-08-18
AI World Today,https://www.aiworldtoday.net/,Research and knowledge,Marketing and advertising,Free,Web,"Free online platform providing daily news, expert analysis, and research updates on artificial intelligence.",false,false,2026-08-18
AI Writer,https://ai-writer.com/,SEO and search,Automation and agents,Paid; Free Trial,Web,AI-based content generation tool that creates SEO-optimized articles and blog posts automatically from user-provided topics or keywords.,false,false,2026-08-18
AI Writer: Essay Email Writing(APP),https://ai-writer.app/,Productivity and workflow,Writing and content,Freemium,Web,Web-based AI writing assistant that helps users generate essays and emails efficiently by providing AI-generated drafts based on user prompts.,false,false,2026-08-18
AI yes-or-no tarot reader,https://yesnotarot.org/,Research and knowledge,Data and analytics,Free,Web,Free online tool that provides instant yes-or-no answers to your questions by simulating tarot card readings using AI.,false,false,2026-08-18
AI YouTube Thumbnails,https://aiyoutubethumbnails.com/,Design and creative,Marketing and advertising,Freemium,Web,"AI-driven web tool that helps YouTube creators generate custom, optimized thumbnails quickly without design skills.",false,false,2026-08-18
AI-assisted Contember Studio,https://www.contember.com/,Research and knowledge,Data and analytics,Freemium,Web,Contember Studio is an AI-assisted headless CMS and backend development platform that simplifies content modeling and automatically generates GraphQL and REST APIs for frontend integration.,false,false,2026-08-18
AI-Flow,https://ai-flow.net/,Automation and agents,Productivity and workflow,Freemium,Web,"No-code platform that allows businesses to automate workflows by integrating multiple AI services and APIs, improving operational efficiency without programming.",false,false,2026-08-18
AI-Novel,https://ai-novel.com/,Writing and content,Chatbots and assistants,Freemium,Web,Web-based AI writing assistant designed to help authors generate novels and stories by providing AI-driven content creation tools and customizable writing styles.,false,false,2026-08-18
AI-Powered Text-to-Video App,https://reemix.co/,Automation and agents,Marketing and advertising,Freemium,Web,"The AI-Powered Text-to-Video App by Reemix converts written text into videos automatically using AI, offering customizable templates, voiceover support, and easy sharing options.",false,false,2026-08-18
AI-Powered Web Exploration - WebQuery,https://www.webquery.net/en,Automation and agents,Data and analytics,Paid; Free Trial,Web,"WebQuery is an AI-powered platform that automates web data extraction through a no-code interface, enabling users to gather, analyze, and export web data efficiently.",false,false,2026-08-18
AI-Prompt Lab,https://ai-promptlab.com/,Developer infrastructure and models,,Freemium,Web,"Web platform that enables users to create, test, and optimize AI prompts across various models with collaboration and version control features.",false,false,2026-08-18
AI-Spy,https://www.ai-spy.xyz/,Research and knowledge,Data and analytics,Freemium,Web,AI-driven platform that helps businesses monitor competitors and analyze market trends through real-time data aggregation and automated reporting.,false,false,2026-08-18
AI-Suite: Azen,https://azen.app/,Automation and agents,Productivity and workflow,Freemium,Web,"Web-based platform offering multiple AI-powered writing and automation tools designed to help users generate content quickly and efficiently for marketing, social media, emails, and more.",false,false,2026-08-18
AI-Text-Humanizer.com,https://ai-text-humanizer.com/,Writing and content,,Freemium,Web,"Online tool that converts AI-generated text into natural, human-like writing by rephrasing sentences to improve readability without changing the original meaning.",false,false,2026-08-18
ai2006,https://ai2006.io/,Education and learning,Developer infrastructure and models,Freemium,Web,"Web-based AI platform that provides advanced data analytics, business process automation, and machine learning model deployment to help organizations optimize operations and gain insights.",false,false,2026-08-18
AI21 Studio,https://www.ai21.com/,Writing and content,Chatbots and assistants,Freemium,Web; API,"Writing platform by AI21 Labs that provides advanced language models for generating, editing, and understanding text, suitable for content creation, coding help, and creative writing.",false,true,2026-08-18
AI2image,https://www.ai2image.com/,Marketing and advertising,Image generation and editing,Freemium,Web,"Web-based AI tool that generates unique images from text prompts, ideal for marketers and creators needing quick, custom visuals.",false,false,2026-08-18
Ai2sql,https://ai2sql.io/,Data and analytics,Coding and development,Freemium,Web,"Web tool that uses AI to convert natural language questions into SQL queries, simplifying database querying for users without SQL expertise.",false,false,2026-08-18
AI4ANKI,https://www.ai4anki.com/,Education and learning,Productivity and workflow,Freemium,Web,"AI-driven tool that generates Anki-compatible flashcards automatically from text or documents, helping learners save time and improve retention.",false,false,2026-08-18
ai4bd.com,https://ai4bd.com/,Automation and agents,Productivity and workflow,Freemium,Web,"Web-based AI tools platform from Bangladesh that provides business automation, content generation, and productivity AI applications with a freemium pricing model.",false,false,2026-08-18
ai4good.org,https://ai4good.org/,Health and lifestyle,Business and finance,Free,Web,Nonprofit platform dedicated to promoting ethical artificial intelligence and facilitating AI projects that address social challenges through community collaboration and educational resources.,false,false,2026-08-18
ai4spaces,https://ai4spaces.com/,Research and knowledge,Design and creative,Freemium,Web,Web-based AI interior design tool that generates optimized room layouts and 3D visualizations to assist users in space planning and interior design.,false,false,2026-08-18
AIArion,https://aiarion.com/,SEO and search,Writing and content,Paid; Free Trial,Web,"Writing assistant that generates SEO-friendly content, including blog posts and marketing copy, to help users create high-quality text efficiently.",false,false,2026-08-18
AiBucket,https://aibucket.io/,Presentations and documents,Marketing and advertising,Freemium,Web,"Content generation platform that helps users create marketing copy, creative writing, and SEO-friendly content quickly using customizable templates and AI-powered text generation.",false,false,2026-08-18
AICamp,https://aicamp.so/,Education and learning,Developer infrastructure and models,Freemium,Web,"Education platform offering project-based learning to teach AI, machine learning, and data science through hands-on projects and community mentorship.",false,false,2026-08-18
aiCarousels.com,https://www.aicarousels.com/,Automation and agents,Marketing and advertising,Paid; Free Trial,Web,"Web-based AI tool that generates customizable carousel posts for social media platforms, helping marketers and creators produce engaging multi-slide content efficiently.",false,false,2026-08-18
AIChatting,https://www.aichatting.net/,Customer support,Automation and agents,Freemium,Web,"Web-based AI chatbot platform that helps businesses automate customer interactions, support, and lead generation with customizable workflows and analytics.",false,false,2026-08-18
AICheatCheck,https://aicheatcheck.com/,Education and learning,Research and knowledge,Freemium,Web,"Tool that detects whether text is AI-generated or plagiarized, helping maintain content authenticity and academic integrity.",false,false,2026-08-18
AICodeConvert,https://aicodeconvert.com/,Coding and development,,Freemium,Web,"AI-driven web tool that converts source code from one programming language to another, supporting multiple languages and providing real-time, accurate translations to assist developers and programmers.",false,false,2026-08-18
AiCogni,https://aicogni.com/,SEO and search,Marketing and advertising,Paid; Free Trial,Web,"Writing assistant designed to generate SEO-friendly content, marketing copy, and blog posts efficiently for content creators and marketers.",false,false,2026-08-18
AICommit - Your Best Commit Generator,https://aicommit.app/,Productivity and workflow,Coding and development,Freemium,Web; CLI; VS Code,"Tool that automatically generates clear and consistent git commit messages by analyzing your code changes, available as a VS Code extension and CLI tool.",false,false,2026-08-18
AiCure,https://aicure.com/,Customer support,Health and lifestyle,Paid,Web,"Platform that remotely monitors patient medication adherence using video confirmation, primarily for clinical trials and healthcare providers.",false,false,2026-08-18
Aidbase,https://www.aidbase.ai/,Education and learning,Developer infrastructure and models,Freemium,Web,"No-code AI platform that enables users to create, train, and deploy custom AI models without programming skills, offering data annotation, automated training, and flexible deployment.",false,false,2026-08-18
Aiden Solutions,https://aiden.solutions/,Education and learning,Developer infrastructure and models,Paid,Web; API,Platform that automates business processes and provides predictive analytics to enhance operational efficiency and decision-making.,false,true,2026-08-18
Aidoc,https://www.aidoc.com/,Health and lifestyle,Coding and development,Paid,Web; API,"AI-driven medical imaging software that helps radiologists detect abnormalities in CT and MRI scans, prioritize urgent cases, and improve diagnostic workflows.",false,true,2026-08-18
aidocmaker.com,https://www.aidocmaker.com/,Automation and agents,Productivity and workflow,Paid; Free Trial,Web,Web-based AI tool that automates the creation of business documents using customizable templates and exports them as PDFs.,false,false,2026-08-18
AIflixhub,https://aiflixhub.com/,Automation and agents,Marketing and advertising,Paid; Free Trial,Web,"Platform that converts text scripts into professional videos with AI voiceovers and customizable templates, ideal for marketers and content creators.",false,false,2026-08-18
AIFreeBox: Free AI Tools,https://aifreebox.com/,Research and knowledge,Data and analytics,Free,Web,"Free online platform that curates and provides access to a wide variety of no-cost AI tools across multiple categories, enabling users to discover and use AI utilities without payment or registration.",false,false,2026-08-18
aigclist,https://aigclist.com/,Education and learning,Developer infrastructure and models,Free,Web,"Free online directory that aggregates and categorizes AI tools, providing detailed information, user reviews, and AI industry news to help users discover and compare AI solutions.",false,false,2026-08-18
Aigency Labs,https://aigencylabs.com/,Education and learning,Research and knowledge,Paid,Web,"Platform specializing in custom AI model development and deployment, providing tailored AI solutions and consulting services for enterprises.",false,false,2026-08-18
AiGenda,https://aigenda.tech/en,Productivity and workflow,Chatbots and assistants,Freemium,Web; Browser Extension,"Meeting assistant that automates scheduling, generates meeting notes, and tracks action items by integrating with your calendar and using AI-powered transcription and summarization.",false,false,2026-08-18
AIGIFY,https://www.aigify.com/,SEO and search,Automation and agents,Freemium,Web,Content generation platform that helps marketers and SEO professionals create optimized marketing copy and blog posts quickly using AI-powered templates and tools.,false,false,2026-08-18
Aiglot,https://aiglot.com/,SEO and search,Marketing and advertising,Freemium,Web,"Writing assistant that generates SEO-friendly content, blog posts, and marketing copy with customizable tone and style.",false,false,2026-08-18
AIGraphics,https://aigraphics.io/,Design and creative,Image generation and editing,Freemium,Web,"Web platform that generates custom images from text prompts, offering customizable styles and high-resolution downloads for creative projects.",false,false,2026-08-18
AIHumanize.com,https://aihumanize.com/,Writing and content,,Freemium,Web,Online tool that detects AI-generated text and checks for plagiarism to help users verify content authenticity.,false,false,2026-08-18
Aii.CX,https://aii.cx/,Customer support,Automation and agents,Paid; Free Trial,Web; API,Customer experience platform that automates support with intelligent chatbots and provides analytics to improve customer engagement.,false,true,2026-08-18
aiinteriordesign.io,https://aiinteriordesign.io/,Design and creative,,Freemium,Web,"Web-based AI tool that helps users generate interior design layouts, style recommendations, and virtual staging for residential and commercial spaces without prior design experience.",false,false,2026-08-18
AIJobs.com,https://www.aijobs.com/,Business and finance,Marketing and advertising,Free,Web,"Free online platform that aggregates AI and tech job listings, helping job seekers find relevant AI career opportunities and employers to post AI-related job openings.",false,false,2026-08-18
Aikiu Studio,https://aikiustudio.com/,Design and creative,Image generation and editing,Freemium,Web,Web-based AI art generation platform that transforms text prompts into unique digital artwork with customizable styles and high-resolution downloads.,false,false,2026-08-18
aimages AI,https://aimages.ai/,"Audio, music, and voice",Image generation and editing,Freemium,Web,"Web-based tool that creates images from text prompts using artificial intelligence, ideal for creative and design projects.",false,false,2026-08-18
AIMailman,https://aimailman.com/,Productivity and workflow,Writing and content,Freemium,Web; Browser Extension,"Email assistant that streamlines email drafting, management, and automation through a Chrome extension and web app, primarily supporting Gmail users.",false,false,2026-08-18
AIMakeSong,https://www.aimakesong.com/,"Audio, music, and voice",,Freemium,Web,AI-driven online tool that generates custom songs by composing melodies based on user-inputted lyrics and selected music styles.,false,false,2026-08-18
AimindCrafter,https://aimindcrafter.com/,Marketing and advertising,Writing and content,Freemium,Web,"Content generation platform that helps users create creative writing, marketing copy, and blog posts through customizable prompts and templates.",false,false,2026-08-18
aimusic.one,https://aimusic.one/,"Audio, music, and voice",,Freemium,Web,"AI-driven online platform that generates original, royalty-free music tracks customized by style, mood, and tempo, suitable for content creators and hobbyists.",false,false,2026-08-18
aimusicgen,https://aimusicgen.ai/,"Audio, music, and voice",,Freemium,Web,"Web-based AI platform that generates original, royalty-free music tracks in various genres and moods, ideal for content creators and professionals needing quick custom audio.",false,false,2026-08-18
Ain Finance,https://ain.finance/,Business and finance,Research and knowledge,Free,Web,"Decentralized finance platform that allows users to earn rewards through yield farming, token staking, and liquidity mining, with governance features for token holders.",false,false,2026-08-18
AIndLeads - AI finds Leads,https://aindleads.com/,Sales and CRM,Automation and agents,Paid; Free Trial,Web,Lead generation tool that automates finding and verifying business contacts to improve sales prospecting.,false,false,2026-08-18
AINIRO,https://ainiro.io/,SEO and search,Marketing and advertising,Paid; Free Trial,Web,Writing assistant designed to help marketers and content creators generate SEO-friendly content and marketing copy quickly and efficiently.,false,false,2026-08-18
AIOAI,https://aioai.co/,Automation and agents,Marketing and advertising,Freemium,Web,"Content generation platform that produces marketing copy, blog posts, and creative writing content efficiently through customizable templates and SEO optimization.",false,false,2026-08-18
AiPakistani,https://aipakistani.com/,SEO and search,Writing and content,Freemium,Web,"Writing assistant platform from Pakistan that helps users generate SEO-friendly content in English and Urdu for blogs, social media, and marketing.",false,false,2026-08-18
aiPDF,https://aipdf.ai/,Presentations and documents,Writing and content,Freemium,Web,"AI-driven platform that allows users to upload PDF files and interact with their content through a chatbot interface, enabling quick answers and summaries from documents.",false,false,2026-08-18
AIPDFs,https://aipdfs.com/,Presentations and documents,Writing and content,Freemium,Web,"Web-based AI tool that reads, summarizes, and allows interactive querying of PDF documents to help users quickly extract key information.",false,false,2026-08-18
AiPPT,https://www.aippt.com/,Presentations and documents,Productivity and workflow,Freemium,Web,AI-driven web tool that helps users create professional presentations quickly by generating slide content and designs automatically.,false,false,2026-08-18
AiPrice,https://aiprice.dev/,Business and finance,,Freemium,Web,"AI-driven dynamic pricing tool that helps e-commerce businesses optimize product prices in real-time by analyzing market demand, competitor pricing, and inventory data.",false,false,2026-08-18
AIQRHub,https://aiqrhub.com/,Coding and development,Marketing and advertising,Freemium,Web,"Platform that creates dynamic and customizable QR codes for marketing, business, and event use, offering real-time analytics and multiple QR code types.",false,false,2026-08-18
Aiquare,https://aiquare.com/,Automation and agents,Marketing and advertising,Paid,Web; API,"Platform that automates customer engagement using conversational AI chatbots and voice assistants, providing multi-channel communication and customer insights.",false,true,2026-08-18
AIQuizGen,https://aiquizgen.com/,Education and learning,Research and knowledge,Freemium,Web,"Platform that automates quiz creation by generating questions from user-provided content, supporting multiple question types and easy sharing.",false,false,2026-08-18
AIRadio.Host,https://airadio.host/,"Audio, music, and voice",Writing and content,Paid; Free Trial,Web,"AI-driven online radio automation platform that enables broadcasters to create, schedule, and manage internet radio stations with ease, supporting both automated playlists and live streaming.",false,false,2026-08-18
AirASO - Easy App Store Optimization with AI,https://airaso.co/,SEO and search,Research and knowledge,Freemium,Web,"AI-driven platform that helps mobile app developers and marketers optimize their app store listings through keyword research, competitor analysis, and metadata optimization to improve app visibility and downloads.",false,false,2026-08-18
Airbrush,https://www.airbrush.ai/,Research and knowledge,Data and analytics,Freemium,iOS; Android,"Mobile AI-powered photo editing app that enables users to enhance selfies and portraits with real-time retouching tools such as skin smoothing, blemish removal, and makeup application.",false,false,2026-08-18
AirBrush Studio,https://airbrush.com/,Research and knowledge,Data and analytics,Freemium,Web,"Online photo editing tool focused on beauty retouching and creative filters, accessible via web browsers without installation.",false,false,2026-08-18
Airbyte,https://airbyte.com/,Data and analytics,Coding and development,Freemium,Web; API,Open-source data integration platform that enables building and managing ETL and ELT pipelines with a large catalog of connectors and customizable options.,true,true,2026-08-18
Aircall,https://aircall.io/,Customer support,,Paid; Free Trial,Web; iOS; Android,"Cloud-based VoIP phone system that helps businesses manage inbound and outbound calls with CRM integrations, call routing, and analytics.",false,false,2026-08-18
AirCMP,https://aircmp.app/,Research and knowledge,Data and analytics,Paid; Free Trial,Web,AI-driven competitive market analysis tool that automates data collection and provides actionable insights to help businesses monitor competitors and optimize strategies.,false,false,2026-08-18
AirFry.ai,https://www.airfry.ai/,SEO and search,Health and lifestyle,Freemium,Web,"Writing assistant designed to generate and optimize content such as blog posts, marketing copy, and SEO-friendly text through an easy-to-use web platform.",false,false,2026-08-18
airgeek,https://www.airgeek.link/,Research and knowledge,Data and analytics,Freemium,Web,"Web-based tool that shortens URLs and generates QR codes with tracking analytics, designed for marketers and businesses to optimize campaigns.",false,false,2026-08-18
aiRight,https://airight.io/,Business and finance,Presentations and documents,Paid; Free Trial,Web,"AI-driven contract review platform that automates the analysis of legal documents to identify risks, obligations, and key clauses, helping legal teams speed up contract review processes.",false,false,2026-08-18
Airmeet,https://www.airmeet.com/,Marketing and advertising,,Freemium,Web,"Web-based virtual event platform that enables hosting interactive online conferences, webinars, and networking sessions with features like virtual stages, breakout rooms, and live engagement tools.",false,false,2026-08-18
Airn - Your AI Personal Growth Coach,https://airn.ai/,Health and lifestyle,,Freemium,Web,"Personal growth coach that provides tailored coaching, mindfulness guidance, and habit tracking to help users improve mental wellness and achieve personal goals.",false,false,2026-08-18
AiroMedical,https://airomedical.com/,Health and lifestyle,Research and knowledge,Paid,Web; API,AI-driven platform that assists radiologists by analyzing medical images such as X-rays and CT scans to detect abnormalities and support diagnostic decisions.,false,true,2026-08-18
Airparser,https://airparser.com/?gr_pk=wxpK,Automation and agents,Productivity and workflow,Freemium,Web,"Web-based tool that automatically extracts structured data from emails, enabling automation of workflows by sending parsed data to CRMs, spreadsheets, or other applications.",false,false,2026-08-18
Airpost,https://www.airpost.ai/,Automation and agents,Productivity and workflow,Freemium,Web; Browser Extension,"Email assistant that automates inbox management, reply drafting, and workflow automation to help users handle emails more efficiently.",false,false,2026-08-18
Airscale,https://airscale.io/,Education and learning,Developer infrastructure and models,Paid,Web,"Web-based platform that provides scalable, customizable data annotation services for AI training datasets, supporting images, videos, and text with quality assurance tools.",false,false,2026-08-18
Airship,https://www.airship.com/,Customer support,Sales and CRM,Paid; Free Trial,Web; API,"Customer engagement platform that enables businesses to send personalized push notifications, in-app messages, SMS, and emails to mobile and web users, helping improve retention and conversions through automation and segmentation.",false,true,2026-08-18
AirSim,https://microsoft.github.io/,Research and knowledge,Coding and development,Free; Open Source,Windows; macOS; Linux,"Free, open-source simulator developed by Microsoft that provides realistic environments and sensor models for autonomous vehicle and drone research, enabling safe AI training and testing.",true,false,2026-08-18
AIrticle flow,https://airticle-flow.com/,SEO and search,Writing and content,Freemium,Web,Writing assistant that generates SEO-friendly articles and marketing content to help users create high-quality text efficiently.,false,false,2026-08-18
AirTrackBot,https://airtrackbot.com/,Health and lifestyle,,Free,Web,"Free web tool that forecasts airfare price trends using historical data and AI, helping travelers decide the best time to book flights.",false,false,2026-08-18
AiScribbler,https://aiscribbler.co/,SEO and search,Writing and content,Freemium,Web,"Writing assistant that generates and optimizes content for blogs, marketing, and SEO purposes, helping users create quality text faster.",false,false,2026-08-18
AIScriptReader,https://aiscriptreader.com/,Productivity and workflow,Video,Freemium,Web,Tool that analyzes and summarizes scripts to help content creators improve clarity and engagement.,false,false,2026-08-18
AISEO,https://aiseo.ai/,SEO and search,Research and knowledge,Paid; Free Trial,Web,"Content generation platform designed to create SEO-optimized articles, blog posts, and meta descriptions, helping marketers and bloggers produce high-quality content efficiently.",false,false,2026-08-18
AISOAP - AI SOAP Notes,https://aisoap.com/,Health and lifestyle,Productivity and workflow,Paid; Free Trial,Web,"Tool that generates structured SOAP notes from clinical inputs, streamlining medical documentation for healthcare professionals.",false,false,2026-08-18
AISong.ai,https://aisong.ai/,"Audio, music, and voice",,Freemium,Web,"AI-driven online platform that generates original songs and melodies based on user inputs like mood and theme, enabling easy music creation without musical expertise.",false,false,2026-08-18
Aispect,https://aispect.io/,Data and analytics,"Audio, music, and voice",Paid,Web; API,AI-based video analytics platform that provides real-time object detection and anomaly detection to enhance security and operational efficiency across industries.,false,true,2026-08-18
AIStoryBuilders,https://aistorybuilders.com/,Writing and content,Chatbots and assistants,Paid; Free Trial,Web,"Writing assistant that generates creative stories and content based on user prompts, designed to help writers and marketers produce engaging narratives efficiently.",false,false,2026-08-18
Aistro,https://www.aistro.io/,SEO and search,Writing and content,Paid; Free Trial,Web,"Writing assistant that generates and optimizes SEO-friendly content for blogs, marketing, and more through a user-friendly web platform.",false,false,2026-08-18
AITalk,https://aitalk.im/,"Audio, music, and voice",,Paid; Free Trial,Web; API,"Text-to-speech tool from Japan that converts text into natural, expressive speech with multiple voice options and API support.",false,true,2026-08-18
AITDK,https://aitdk.com/,Research and knowledge,Automation and agents,Freemium,Web,AI-driven platform that centralizes data knowledge and automates workflows to improve business efficiency.,false,false,2026-08-18
Aiter.io,https://aiter.io/,SEO and search,Writing and content,Freemium,Web,"Writing assistant that helps users generate SEO-optimized content, blog posts, and marketing copy through an easy-to-use web platform.",false,false,2026-08-18
Aithenticate,https://aithenticate.org/,Writing and content,,Paid; Free Trial,Web,Web-based tool that detects AI-generated text and plagiarism to ensure content originality for academic and professional use.,false,false,2026-08-18
aiTherapyCall: Mind-Blowing AI Therapy!,https://aitherapycall.com/,Health and lifestyle,Chatbots and assistants,Freemium,Web,Mental health platform providing conversational therapy and emotional support through an empathetic chatbot accessible via web.,false,false,2026-08-18
AIToolGo,https://aitoolgo.com/,Education and learning,Business and finance,Free,Web,"Free online directory that helps users discover, compare, and evaluate AI software tools across various industries and use cases.",false,false,2026-08-18
AITorke,https://aitorke.com/,SEO and search,Writing and content,Freemium,Web,"Writing assistant that helps users generate, optimize, and edit content with SEO tools and AI-powered suggestions.",false,false,2026-08-18
aiupdatesnow.com,https://aiupdatesnow.com/,Research and knowledge,Data and analytics,Free,Web,"Free online platform that aggregates and curates the latest news and updates about artificial intelligence and machine learning, helping users stay informed about current AI trends and technologies.",false,false,2026-08-18
AIUpHouse,https://aiuphouse.com/,SEO and search,Automation and agents,Paid; Free Trial,Web,"AI-driven content generation platform designed to help marketers and businesses create SEO-optimized marketing content, including blog posts, product descriptions, and email campaigns.",false,false,2026-08-18
AIVideo,https://www.aivideo.com/,Automation and agents,Marketing and advertising,Freemium,Web,"Web-based AI video generator that automates video creation and editing using customizable templates and AI-driven tools, ideal for marketers and content creators.",false,false,2026-08-18
AIVlog,https://myaivlog.com/,Automation and agents,Marketing and advertising,Freemium,Web,"Platform that automates video blog creation by generating scripts, editing videos, and providing customizable templates and voiceovers for efficient content production.",false,false,2026-08-18
Aivocado,https://aivocado.online/,SEO and search,Image generation and editing,Freemium,Web,"Writing assistant designed to help users create various types of content such as blog posts, marketing copy, and product descriptions with SEO optimization features.",false,false,2026-08-18
AIVocal,https://aivocal.io/,"Audio, music, and voice",Chatbots and assistants,Freemium,Web; API,"Voice synthesis platform that converts text into natural, human-like speech with multi-language support and custom voice cloning options.",false,true,2026-08-18
AiVOOV - Text to Speech Solution,https://aivoov.com/,"Audio, music, and voice",,Freemium,Web,"AI-driven text to speech platform that converts written text into natural, human-like audio in multiple languages, suitable for voiceovers, audiobooks, and accessibility.",false,false,2026-08-18
aiWritely,https://www.aiwritely.com/,SEO and search,Writing and content,Freemium,Web,"Web-based AI writing assistant that generates SEO-friendly content, blog posts, and marketing copy to help users create quality text faster.",false,false,2026-08-18
Aixpertrecruit,https://aixpertrecruit.com/,Business and finance,Research and knowledge,Paid,Web,"AI-driven recruitment platform that automates candidate sourcing, resume screening, interview scheduling, and talent pipeline management to help recruiters hire efficiently.",false,false,2026-08-18
Akeneo,https://www.akeneo.com/,Business and finance,Marketing and advertising,Paid; Free Trial,Web,"Product Information Management (PIM) platform that centralizes, enriches, and distributes product data to improve accuracy and consistency across sales channels.",false,false,2026-08-18
Akismet,https://akismet.com/,Coding and development,Marketing and advertising,Freemium,Web; API,WordPress plugin developed by Automattic that automatically detects and blocks spam comments and form submissions using machine learning and a global spam database.,false,true,2026-08-18
Akkadu AI Subtitles,https://akkadu.ai/,Research and knowledge,Data and analytics,Paid,Web; API,"AI-driven platform that automatically generates, translates, and synchronizes subtitles for videos in multiple languages, supporting both pre-recorded and live content.",false,true,2026-08-18
Alation,https://www.alation.com/,Data and analytics,Chatbots and assistants,Paid,Web; API,"Enterprise data catalog platform that centralizes metadata, enabling data discovery, governance, and collaboration to improve analytics and compliance.",false,true,2026-08-18
AlayaCare,https://alayacare.com/,Sales and CRM,Health and lifestyle,Paid,Web; iOS; Android,"Cloud-based home healthcare software platform that helps agencies manage care plans, scheduling, telehealth, and electronic visit verification to improve patient outcomes and operational efficiency.",false,false,2026-08-18
Albacross,https://www.albacross.com/,Sales and CRM,Data and analytics,Freemium,Web; API,"B2B lead generation platform that identifies anonymous website visitors, provides detailed company insights, and integrates with CRM systems to help businesses convert visitors into qualified leads.",false,true,2026-08-18
Alchemi.ai,https://www.alchemi.ai/,SEO and search,Education and learning,Paid,Web,"Data annotation platform that automates and manages labeling of images, videos, text, and audio to prepare datasets for AI and machine learning models with human-in-the-loop quality control.",false,false,2026-08-18
Alchemy,https://www.alchemy.com/,Coding and development,,Freemium,Web; API,"Blockchain developer platform providing APIs and scalable node infrastructure to build, monitor, and scale decentralized applications on Ethereum and other blockchains.",false,true,2026-08-18
Aleah AI,https://aleahai.com/,Productivity and workflow,Writing and content,Paid; Free Trial,Web,"AI-driven writing assistant that helps users create, edit, and customize written content efficiently using advanced natural language processing.",false,false,2026-08-18
aleph-alpha.com,https://aleph-alpha.com/,Education and learning,Presentations and documents,Freemium,Web; API,"German AI company providing advanced multilingual large language models accessible via API for tasks like text generation, summarization, and semantic search.",false,true,2026-08-18
AlertMedia,https://www.alertmedia.com/,Customer support,,Paid,Web; API,"Emergency communication platform that enables organizations to send mass notifications via multiple channels, track employee safety, and manage crisis communications effectively.",false,true,2026-08-18
alevels.ai,https://www.alevels.ai/,Education and learning,Chatbots and assistants,Freemium,Web,"AI-driven platform that helps A-Level students prepare for exams through personalized study plans, AI-generated practice questions, and instant doubt resolution.",false,false,2026-08-18
Alexa Translations A.I.,https://alexatranslations.com/,Education and learning,Developer infrastructure and models,Paid,Web,AI-driven platform providing fast and accurate multilingual translation and localization services for businesses to communicate globally.,false,false,2026-08-18
